,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,74,903,916,2016.9909550000002,2036.67,1456.2493299999896,0.0097566352249705,2023-11-15 12:00:00,2023-11-16 14:00:00,1 days 02:00:00
1,77,933,934,1964.1518150000002,1950.39,-1059.6597550000054,-0.007006492520029606,2023-11-18 00:00:00,2023-11-18 02:00:00,0 days 02:00:00
2,74,1053,1056,2030.611355,1997.31,-2464.3002700000043,-0.0163996694483175,2023-11-28 00:00:00,2023-11-28 06:00:00,0 days 06:00:00
3,72,1059,1073,2031.031985,2031.52,35.13707999999315,0.00024027932775272376,2023-11-28 12:00:00,2023-11-29 16:00:00,1 days 04:00:00
4,72,1079,1080,2043.150135,2033.65,-684.00972,-0.004649748854603897,2023-11-30 04:00:00,2023-11-30 06:00:00,0 days 02:00:00
5,71,1083,1084,2048.297845,2034.99,-944.856995000003,-0.0064970263150376795,2023-11-30 12:00:00,2023-11-30 14:00:00,0 days 02:00:00
6,71,1086,1122,2042.01844,2153.42,7909.510760000001,0.0545546297809143,2023-11-30 18:00:00,2023-12-03 18:00:00,3 days 00:00:00
7,68,1222,1223,2239.4241050000005,2232.24,-488.51914000004945,-0.0032080144997816973,2023-12-12 02:00:00,2023-12-12 04:00:00,0 days 02:00:00
8,68,1225,1226,2237.27088,2227.34,-675.2998399999924,-0.004438836659778955,2023-12-12 08:00:00,2023-12-12 10:00:00,0 days 02:00:00
9,69,1233,1234,2208.017065,2175.51,-2242.987484999985,-0.014722288842454967,2023-12-13 00:00:00,2023-12-13 02:00:00,0 days 02:00:00
10,68,1240,1259,2195.4382250000003,2281.73,5867.840699999979,0.03930503441972255,2023-12-13 14:00:00,2023-12-15 04:00:00,1 days 14:00:00
11,70,1289,1293,2226.89534,2197.93,-2027.5738000000138,-0.013007050434620027,2023-12-17 16:00:00,2023-12-18 00:00:00,0 days 08:00:00
12,70,1303,1312,2178.6831300000003,2226.27,3331.0808999999745,0.02184203354069192,2023-12-18 20:00:00,2023-12-19 14:00:00,0 days 18:00:00
13,70,1406,1421,2256.349455,2360.82,7312.938150000009,0.04630069370172096,2023-12-27 10:00:00,2023-12-28 16:00:00,1 days 06:00:00
14,71,1453,1457,2300.395425,2300.59,13.814824999999018,8.458328419780337e-05,2023-12-31 08:00:00,2023-12-31 16:00:00,0 days 08:00:00
15,71,1462,1463,2309.17858,2275.59,-2384.7891799999743,-0.014545683166695467,2024-01-01 02:00:00,2024-01-01 04:00:00,0 days 02:00:00
16,70,1466,1481,2305.282745,2359.61,3802.9078500000105,0.023566417229223813,2024-01-01 10:00:00,2024-01-02 16:00:00,1 days 06:00:00
17,66,1631,1632,2523.09898,2514.32,-579.4126800000031,-0.0034794433629393717,2024-01-15 06:00:00,2024-01-15 08:00:00,0 days 02:00:00
18,65,1633,1636,2533.083935,2515.01,-1174.805774999993,-0.007135150458407513,2024-01-15 10:00:00,2024-01-15 16:00:00,0 days 06:00:00
19,66,1681,1684,2486.46411,2463.67,-1504.411259999988,-0.009167278911578536,2024-01-19 10:00:00,2024-01-19 16:00:00,0 days 06:00:00
