,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,4,604,605,37222.24975,37071.5,-602.9990000000107,-0.004049990288402805,2023-11-11 14:00:00,2023-11-11 16:00:00,0 days 02:00:00
1,4,617,618,37234.06745,37108.4,-502.6698000000033,-0.003375066400380655,2023-11-12 16:00:00,2023-11-12 18:00:00,0 days 02:00:00
2,3,709,720,37316.891500000005,37374.2,171.92549999997573,0.001535725450229286,2023-11-20 08:00:00,2023-11-21 06:00:00,0 days 22:00:00
3,3,751,765,37338.3236,37706.3,1103.9291999999987,0.009855193391703265,2023-11-23 20:00:00,2023-11-25 00:00:00,1 days 04:00:00
4,3,818,821,38332.512650000004,37817.6,-1544.737950000017,-0.01343279149742893,2023-11-29 10:00:00,2023-11-29 16:00:00,0 days 06:00:00
5,3,839,889,38087.145150000004,41534.3,10341.464549999997,0.09050704211155614,2023-12-01 04:00:00,2023-12-05 08:00:00,4 days 04:00:00
6,3,892,909,41888.9393,43775.1,5658.482100000001,0.04502765483011406,2023-12-05 14:00:00,2023-12-07 00:00:00,1 days 10:00:00
7,3,932,938,44638.858,43865.6,-2319.774000000005,-0.01732253096618197,2023-12-08 22:00:00,2023-12-09 10:00:00,0 days 12:00:00
8,3,940,942,44096.045000000006,43922.3,-521.2350000000079,-0.003940149280961647,2023-12-09 14:00:00,2023-12-09 18:00:00,0 days 04:00:00
9,3,1002,1007,43281.2246,42813.5,-1403.1738000000041,-0.010806639699376785,2023-12-14 18:00:00,2023-12-15 04:00:00,0 days 10:00:00
10,3,1025,1027,42695.5474,42367.9,-982.942200000005,-0.007674041438803569,2023-12-16 16:00:00,2023-12-16 20:00:00,0 days 04:00:00
11,3,1064,1065,42613.0238,42298.2,-944.4714000000167,-0.007387971374141378,2023-12-19 22:00:00,2023-12-20 00:00:00,0 days 02:00:00
